City ID,City,Clouds,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
288,Soyo,31,AO,1659582138,88,-6.1349,12.3689,67.17,7.14
289,Klaksvík,95,FO,1659581746,82,62.2266,-6.589,49.12,11.12
290,San Julián,100,MX,1659582139,83,21.0167,-102.1667,59.04,0.94
291,Morehead,75,US,1659582139,92,37.2711,-87.1764,79.86,0.0
292,Freetown,100,SL,1659582139,89,8.484,-13.2299,75.34,7.56
293,Port Townsend,100,US,1659582140,75,48.117,-122.7605,67.68,10.0
294,Paulo Ramos,38,BR,1659582140,86,-4.2167,-45.1833,72.9,3.78
295,Waterloo,100,CA,1659582039,99,43.4668,-80.5164,68.74,1.99
296,San Patricio,2,US,1659581906,75,28.017,-97.5169,85.89,18.03
297,Toora-Khem,89,RU,1659581984,42,52.4675,96.11,64.71,3.0
298,Grand Forks,20,US,1659582141,77,47.9417,-97.4337,62.78,0.0
299,Kalmunai,100,LK,1659581739,75,7.4167,81.8167,78.82,5.88
300,Turan,0,VN,1659582108,52,16.0678,108.2208,93.18,2.3
301,Te Anau,100,NZ,1659582141,94,-45.4167,167.7167,44.31,7.92
302,Geraldton,46,AU,1659582029,67,-28.7667,114.6,63.01,17.27
303,Ribeira Grande,26,PT,1659581932,88,38.5167,-28.7,75.25,4.52
304,Jinxiang,56,CN,1659582142,76,27.4327,120.6062,85.64,5.26
305,Kirakira,12,SB,1659581964,69,-10.4544,161.9205,84.85,10.69
306,Ponta Delgada,40,PT,1659581959,94,37.7333,-25.6667,74.12,5.75
307,Bugama,33,NG,1659582142,90,4.7341,6.8635,72.88,3.69
308,Constitución,1,CL,1659581894,88,-35.3333,-72.4167,46.29,5.97
309,Miranda,84,CO,1659582016,93,3.2499,-76.2281,69.93,4.21
310,Imbituba,10,BR,1659582126,88,-28.24,-48.6703,68.09,23.0
311,Vestmanna,100,FO,1659582070,87,62.1564,-7.1664,47.32,9.22
312,Fort Nelson,99,CA,1659582046,97,58.8053,-122.7002,52.47,6.42
313,Torbay,20,CA,1659581896,91,47.6666,-52.7314,68.88,14.97
314,Yangi Marg`ilon,11,UZ,1659581972,33,40.4272,71.7189,81.39,4.16
315,San Ramon,0,US,1659581929,66,37.7799,-121.978,83.37,5.01
316,Okhotsk,100,RU,1659582144,84,59.3833,143.3,58.86,4.52
317,Kulhudhuffushi,100,MV,1659581909,80,6.6221,73.07,79.84,23.49
318,Senekal,65,ZA,1659582144,81,-28.3197,27.6208,49.48,5.1
319,Kahului,33,US,1659582145,84,20.8947,-156.47,80.96,7.0
320,Rūdbār,0,AF,1659582145,23,30.15,62.6,86.49,13.58
321,Mahébourg,40,MU,1659581939,77,-20.4081,57.7,68.29,8.05
322,Montepuez,7,MZ,1659581956,97,-13.1256,38.9997,59.92,3.62
323,Mariehamn,0,AX,1659581891,94,60.0973,19.9348,64.26,6.91
324,Ilebo,57,CD,1659582146,89,-4.3167,20.5833,69.24,2.15
325,Ous,43,RU,1659582146,58,60.9058,61.5186,66.24,3.69
326,Krylovskaya,76,RU,1659582147,76,46.3194,39.9711,72.64,4.74
327,Oistins,100,BB,1659582147,81,13.0667,-59.5333,81.52,17.49
328,Hammerfest,40,NO,1659582146,72,70.6634,23.6821,61.25,6.91
329,Kuala Pilah,100,MY,1659582147,72,2.7389,102.2487,82.24,1.83
330,Henties Bay,99,NA,1659581820,95,-22.116,14.2845,53.33,5.55
331,Primo Tapia,52,MX,1659582148,72,32.22,-116.9172,72.95,8.28
332,Pisco,75,PE,1659581929,82,-13.7,-76.2167,60.85,3.44
333,Palmer,0,US,1659582125,77,42.1584,-72.3287,74.75,8.05
334,Pitimbu,62,BR,1659582148,85,-7.4706,-34.8086,75.97,8.97
335,Kiunga,96,PG,1659582149,79,-6.1219,141.2906,82.13,2.33
336,Dingle,100,PH,1659582149,77,10.9995,122.6711,83.75,3.4
337,Wang Saphung,100,TH,1659582150,71,17.301,101.7685,83.95,2.15
338,Vila Velha,75,BR,1659581902,92,-20.3297,-40.2925,73.35,4.61
339,Saint Paul Harbor,48,US,1659581868,68,57.79,-152.4072,60.28,2.82
340,Tilichiki,89,RU,1659582106,67,60.4667,166.1,59.02,13.8
341,Nara,96,JP,1659582150,38,34.6851,135.8049,94.96,11.39
342,Wilkie,100,CA,1659582151,83,52.4168,-108.7014,61.9,12.46
343,Rundu,0,NA,1659582151,55,-17.9333,19.7667,58.05,2.28
344,Skodje,100,NO,1659582151,94,62.5021,6.7034,58.05,4.12
345,Jiaocheng,100,CN,1659582152,90,24.6774,116.1389,77.94,4.68
346,Bandundu Province,0,CD,1659582152,61,-3.3167,17.3667,76.24,3.18
347,Panara,100,IN,1659582152,79,22.0667,78.55,78.08,1.99
348,Kondinskoye,69,RU,1659582153,54,59.6481,67.41,67.53,3.8
349,Shenjiamen,0,CN,1659582153,79,29.9576,122.298,85.32,15.82
350,Pimentel,49,PE,1659581810,87,-6.8367,-79.9342,62.33,13.94
351,Tonantins,90,BR,1659582154,98,-2.8731,-67.8022,72.61,2.84
352,Vung Tau,100,VN,1659582020,76,10.346,107.0843,82.71,9.55
353,Hailey,0,US,1659582154,27,43.5196,-114.3153,78.66,9.22
354,Mandalgovi,0,MN,1659582155,49,45.7625,106.2708,70.79,15.5
355,Asău,10,RO,1659582109,94,46.4333,26.4,62.96,4.65
356,Nome,6,US,1659581969,83,64.5011,-165.4064,60.17,9.71
357,Sokoni,7,TZ,1659582155,77,-6.4333,39.55,74.53,14.07
358,Najrān,100,SA,1659582155,60,17.4924,44.1277,77.74,3.58
359,Gmina Świecie,66,PL,1659581944,70,53.4095,18.4474,65.8,5.64
360,Adrar,2,MR,1659581974,31,20.5022,-10.0711,91.96,14.85
361,Aklavik,99,CA,1659582116,49,68.2191,-135.0107,68.27,4.09
362,Pervoavgustovskiy,93,RU,1659582156,87,52.2264,35.0552,60.51,9.24
363,Kushikino,82,JP,1659582156,69,31.7167,130.2667,89.08,6.15
364,Chapais,99,CA,1659581908,93,49.7834,-74.8492,62.38,9.22
365,Portalegre,0,PT,1659582157,76,39.2938,-7.4312,62.08,2.39
366,Hakkâri Province,0,TR,1659582157,66,37.5833,44.1667,49.78,0.0
367,Daru,19,PG,1659581920,88,-9.0763,143.2092,80.15,16.49
368,Tessalit,9,ML,1659582110,43,20.1986,1.0114,84.58,10.85
369,Faya,100,SA,1659582158,69,18.3851,42.4509,61.32,3.71
370,Shache,100,CN,1659582158,50,38.4167,77.2406,72.72,1.25
371,Belmonte,1,BR,1659581930,75,-15.8631,-38.8828,69.13,4.56
372,Svetlaya,100,RU,1659582159,88,46.5389,138.3297,69.44,4.61
373,Mount Gambier,26,AU,1659582088,59,-37.8333,140.7667,60.71,17.27
374,Gbarnga,100,LR,1659582159,99,6.9956,-9.4722,70.45,1.9
375,Hauterive,4,FR,1659582160,46,46.0901,3.4459,74.16,5.01
376,Lingao,96,CN,1659582160,68,19.9103,109.6859,87.44,7.7
377,Skellefteå,100,SE,1659582160,100,64.7507,20.9528,64.0,6.91
378,Along,99,IN,1659582161,85,28.1667,94.7667,82.38,0.49
379,Lambari,0,BR,1659582161,61,-21.9756,-45.3503,57.94,3.36
380,Saint-Philippe,55,RE,1659581931,83,-21.3585,55.7679,65.79,9.71
381,Pemangkat,100,ID,1659582161,86,1.1667,108.9667,78.08,3.71
382,Harper,100,LR,1659582092,83,4.375,-7.7169,74.14,9.26
383,Olafsvik,24,IS,1659582031,75,64.8945,-23.7142,46.11,9.44
384,Sokolo,100,ML,1659582162,78,14.7328,-6.1219,77.68,8.08
385,Srednekolymsk,100,RU,1659581901,71,67.45,153.6833,54.25,6.89
386,Plouzané,20,FR,1659582162,97,48.3833,-4.6167,59.32,4.61
387,Bonavista,14,CA,1659582163,98,48.6499,-53.1147,60.89,5.66
388,Kruisfontein,94,ZA,1659582014,91,-34.0033,24.7314,55.98,7.11
389,Bousso,77,TD,1659582163,81,10.4795,16.7117,72.43,4.47
390,Enid,0,US,1659582163,45,36.3956,-97.8784,92.3,9.22
391,Okato,99,NZ,1659582164,72,-39.2,173.8833,54.68,4.03
392,Nanortalik,100,GL,1659581874,96,60.1432,-45.2371,48.36,21.81
393,Kedrovyy,97,RU,1659581988,76,56.1667,91.8167,55.87,7.25
394,Eureka,26,US,1659581994,82,40.8021,-124.1637,65.35,5.99
395,Itoman,40,JP,1659582164,74,26.1247,127.6694,87.82,9.22
396,Hazorasp,0,UZ,1659582165,37,41.3194,61.0742,79.09,7.61
397,Bergama,0,TR,1659582165,84,39.1207,27.1805,70.07,11.65
398,Kalengwa,0,ZM,1659582166,61,-13.4659,25.0027,56.62,7.14
399,Amapá,97,BR,1659582006,99,1.0,-52.0,70.3,2.42
400,San Luis,97,AR,1659581888,67,-33.295,-66.3356,51.24,8.08
401,Coquimbo,0,CL,1659581955,93,-29.9533,-71.3436,49.73,5.75
402,Jijiang,8,CN,1659582166,55,29.2906,106.2542,98.49,4.79
403,Gamba,97,GA,1659582126,83,-2.65,10.0,70.39,7.05
404,Yumen,0,CN,1659582167,24,40.2833,97.2,85.66,20.92
405,Sakakah,1,SA,1659582167,26,29.9697,40.2064,93.16,5.3
406,Labuhan,43,ID,1659581987,66,-6.8844,112.2051,84.02,1.23
407,Wajima,99,JP,1659582167,76,37.4,136.9,83.79,13.91
408,Jalu,0,LY,1659581982,46,29.0331,21.5482,78.17,7.49
409,Lábrea,37,BR,1659582168,68,-7.2586,-64.7981,78.31,1.12
410,Yuzhnoural'sk,0,RU,1659582168,71,54.4418,61.2536,61.92,6.73
411,Gornopravdinsk,50,RU,1659581890,52,60.05,69.9,68.34,2.71
412,Vostok,99,RU,1659582169,51,46.4856,135.8833,80.02,4.99
413,Tungawan,55,PH,1659582169,72,7.5081,122.3711,85.03,3.89
414,Taksimo,100,RU,1659582169,48,56.3444,114.8794,71.33,6.15
415,Hoa Binh,97,VN,1659581978,66,20.8133,105.3383,90.84,2.44
416,Colquechaca,0,BO,1659582170,38,-18.6667,-66.0167,30.56,0.94
417,Ahipara,21,NZ,1659581657,77,-35.1667,173.1667,61.99,3.96
418,Elko,96,US,1659582170,23,41.0002,-115.5012,83.64,7.0
419,Ankazoabo,0,MG,1659582171,68,-22.2833,44.5167,62.49,3.11
420,Sola,18,VU,1659582171,73,-13.8833,167.55,81.36,12.26
421,Celestún,6,MX,1659582171,79,20.8667,-90.4,80.6,15.32
422,Leshukonskoye,36,RU,1659582172,71,64.8989,45.7622,58.05,4.72
423,Bubaque,100,GW,1659582172,84,11.2833,-15.8333,78.3,7.81
424,Turaif,0,SA,1659582134,21,31.6725,38.6637,84.33,11.36
425,Vardø,40,NO,1659581982,88,70.3705,31.1107,55.38,5.75
426,Mumbwa,0,ZM,1659581956,75,-14.9783,27.0619,55.78,5.97
427,Boende,78,CD,1659582173,94,-0.2167,20.8667,70.63,2.44
428,Carballo,100,ES,1659582173,92,43.213,-8.691,67.01,6.15
429,Taoudenni,7,ML,1659581945,37,22.6783,-3.9836,89.56,15.66
430,Bilibino,100,RU,1659581937,96,68.0546,166.4372,55.22,2.8
431,Gardenstown,100,GB,1659582174,1,57.671,-2.336,53.19,3.62
432,Qaanaaq,8,GL,1659582005,66,77.484,-69.3632,41.07,5.41
433,Sirte,0,LY,1659581983,67,31.2089,16.5887,78.87,9.48
434,Siderno,0,IT,1659582174,57,38.2779,16.302,76.33,6.02
435,Lander,0,US,1659582175,36,42.833,-108.7307,78.17,10.36
436,La Asuncion,100,VE,1659582175,74,11.0333,-63.8628,85.73,8.05
437,Vila,78,PT,1659582175,97,42.0304,-8.1588,56.28,4.79
438,Zelenogorskiy,100,RU,1659582176,70,55.0333,87.0,56.08,1.45
439,Tura,100,IN,1659581907,89,25.5198,90.2201,77.29,0.98
440,Gouré,15,NE,1659582176,76,13.9835,10.2704,73.02,5.46
441,Grøa,85,NO,1659582176,83,62.65,8.7167,58.78,3.42
442,Falam,78,MM,1659582177,75,22.9167,93.6833,73.22,2.46
443,Dudinka,87,RU,1659582177,49,69.4058,86.1778,63.63,5.57
444,Guane,11,CU,1659582177,86,22.2025,-84.0875,77.49,1.83
445,Gīdolē,98,ET,1659582178,78,5.65,37.3667,55.62,3.47
446,Yulara,0,AU,1659581957,30,-25.2406,130.9889,70.34,19.26
447,Ust-Maya,99,RU,1659582178,52,60.4167,134.5333,75.78,5.95
448,Caravelas,63,BR,1659582066,76,-17.7125,-39.2481,68.27,5.19
449,Naze,79,JP,1659581950,76,28.3667,129.4833,85.12,6.67
450,Salta,34,AR,1659582179,79,-24.7859,-65.4117,52.57,1.99
451,Mauá,6,BR,1659582171,85,-23.6678,-46.4614,66.36,4.68
452,Kieta,72,PG,1659581970,65,-6.2167,155.6333,85.6,7.45
453,Opuwo,1,NA,1659582025,21,-18.0607,13.84,53.8,3.87
454,Mbuji-Mayi,13,CD,1659582179,41,-6.15,23.6,71.38,0.83
455,Nebug,0,RU,1659582180,81,44.1714,39.0036,69.93,3.06
456,Kilindoni,18,TZ,1659582180,76,-7.9139,39.6668,74.41,10.89
457,Uusikaupunki,89,FI,1659582181,90,60.8004,21.4084,65.16,15.84
458,Bārmer,93,IN,1659582067,65,25.75,71.3833,84.24,5.97
459,Singkawang,100,ID,1659582181,92,0.9,109.0,76.82,1.54
460,Bariloche,93,AR,1659582012,59,-41.1456,-71.3082,41.25,8.59
461,Kānker,100,IN,1659582181,76,20.2719,81.4931,81.48,0.45
462,Cholul Cantón,94,MX,1659582182,80,21.0167,-89.2833,80.62,3.02
463,Erdenet,16,MN,1659582182,70,49.0333,104.0833,65.26,1.32
464,Camacha,75,PT,1659581953,68,33.0833,-16.3333,67.42,13.8
465,Limeira,4,BR,1659582183,52,-22.5647,-47.4017,66.16,3.67
466,São José da Coroa Grande,100,BR,1659582184,85,-8.8978,-35.1478,75.58,11.92
467,Quang Ngai,93,VN,1659581993,61,15.1167,108.8,86.54,3.4
468,Bīrpur,100,IN,1659582184,90,26.5167,87.0167,79.65,6.91
469,Antalaha,23,MG,1659582185,85,-14.9003,50.2788,65.97,7.05
470,Scarborough,100,GB,1659582017,86,54.2797,-0.4044,58.78,3.0
471,Koungou,75,YT,1659582185,78,-12.7336,45.2042,74.91,13.8
472,Tautira,33,PF,1659582186,80,-17.7333,-149.15,76.62,26.51
473,High Level,96,CA,1659582186,57,58.5169,-117.136,62.47,6.11
474,Zhangye,34,CN,1659582187,38,38.9342,100.4517,85.23,4.36
475,KwaDukuza,11,ZA,1659582187,59,-29.3282,31.2895,60.35,3.71
476,Arcata,0,US,1659582187,81,40.8665,-124.0828,65.35,11.5
477,Mahibadhoo,100,MV,1659582015,77,3.7833,72.9667,81.61,20.89
478,Qaqortoq,100,GL,1659581902,98,60.7167,-46.0333,46.72,18.34
479,Altukhovo,68,RU,1659582188,91,52.67,34.36,60.71,7.76
480,Pedernales,100,DO,1659582188,67,18.0384,-71.744,80.76,5.01
481,Casa Nova,74,BR,1659582189,59,-9.4167,-41.1333,75.97,19.35
482,Denizli Province,0,TR,1659582030,58,37.8402,29.0698,73.99,2.3
483,Aguilar de la Frontera,0,ES,1659582189,44,37.5143,-4.6554,72.0,1.92
484,Örnsköldsvik,100,SE,1659581927,100,63.2909,18.7153,61.75,9.22
485,Guamúchil,0,MX,1659582155,69,25.4667,-108.1,86.76,2.84
486,Klyuchi,2,RU,1659582055,48,52.2667,79.1667,66.29,12.17
487,Emerald,0,AU,1659582190,45,-23.5333,148.1667,77.72,13.09
488,Mae Sai,75,TH,1659582191,79,20.4335,99.8762,82.13,2.19
489,Togul,3,RU,1659582191,48,53.465,85.9128,64.11,4.81
490,Kokstad,20,ZA,1659582191,77,-30.5472,29.4241,47.26,4.56
491,Pilar,99,BR,1659581951,94,-9.5972,-35.9567,73.33,6.8
492,Korla,7,CN,1659582022,22,41.7597,86.1469,89.1,2.26
493,Alofi,31,NU,1659582010,69,-19.0595,-169.9187,76.33,25.7
494,Shchors,41,UA,1659582192,95,51.8186,31.945,59.43,7.85
495,Biak,12,ID,1659582192,70,-0.9131,122.8766,81.9,8.34
496,Vestmannaeyjar,17,IS,1659581943,75,63.4427,-20.2734,47.41,19.35
497,Hervey Bay,0,AU,1659582193,76,-25.2986,152.8535,68.0,9.46
498,Lensk,100,RU,1659582193,58,60.7253,114.9278,67.19,9.98
499,Ushibukamachi,51,JP,1659582194,75,32.1906,130.0228,84.31,5.99
500,Verkhnevilyuysk,98,RU,1659581991,58,63.4453,120.3167,60.01,8.21
501,Matagami,100,CA,1659582194,94,49.7502,-77.6328,66.31,13.8
502,Mulchén,19,CL,1659582195,96,-37.7167,-72.2333,39.18,3.65
503,Dawei,100,MM,1659582195,91,14.0833,98.2,77.9,4.38
504,Moose Jaw,16,CA,1659581897,77,50.4001,-105.5344,66.45,11.5
505,Petropavlovsk-Kamchatskiy,40,RU,1659581832,49,53.0452,158.6483,68.59,4.47
506,Malbork,75,PL,1659581989,67,54.0359,19.0266,69.12,7.38
507,Pemba,0,MZ,1659582196,80,-12.974,40.5178,71.42,7.09
508,Vila do Maio,88,CV,1659582196,84,15.1333,-23.2167,77.79,8.75
509,Lodwar,80,KE,1659582197,53,3.1191,35.5973,78.08,14.56
510,Tabou,100,CI,1659581987,84,4.423,-7.3528,73.83,8.52
511,College,42,US,1659582111,42,64.8569,-147.8028,75.0,5.37
512,Hambantota,75,LK,1659581953,89,6.1241,81.1185,79.14,11.5
513,Saint-Leu,7,RE,1659582197,75,-21.15,55.2833,65.26,2.82
514,Neya,88,RU,1659582198,70,58.2972,43.8681,64.6,1.16
515,Denpasar,40,ID,1659581911,74,-8.65,115.2167,82.06,12.66
516,Itarema,23,BR,1659582034,88,-2.9248,-39.9167,74.66,9.98
517,Esim,65,GH,1659582198,77,4.8699,-2.2405,72.43,8.25
518,Lewistown,0,US,1659582199,100,40.5992,-77.5714,77.74,0.0
519,Zacualtipán,28,MX,1659582199,93,20.65,-98.6,59.86,2.39
520,Manaíra,100,BR,1659582199,95,-7.7061,-38.1544,65.03,6.98
521,Arlit,88,NE,1659582200,37,18.7369,7.3853,91.18,9.37
522,Ternate,18,ID,1659582200,72,0.8,127.4,83.55,8.68
523,Chipinge,0,ZW,1659582135,80,-20.1883,32.6236,51.66,2.51
524,Brae,100,GB,1659582044,74,60.3964,-1.353,51.06,9.93
525,Ginir,86,ET,1659582201,81,7.1333,40.7,56.3,12.35
526,Bonfim,67,BR,1659582201,87,3.0833,-59.95,75.42,3.44
527,Mbalmayo,100,CM,1659582201,88,3.5167,11.5,67.96,2.64
528,Bayir,0,TR,1659582202,49,37.2687,28.2167,64.92,3.11
529,Khovd,100,MN,1659581889,36,48.0056,91.6419,71.01,2.24
530,Kiryat Gat,7,IL,1659582073,100,31.61,34.7642,79.39,0.81
531,Bijie,100,CN,1659582202,77,27.3125,105.2942,74.59,3.8
532,Dubbo,100,AU,1659582203,94,-32.25,148.6167,59.13,20.71
533,Nanchong,1,CN,1659582203,57,30.7951,106.0847,92.48,4.05
534,Nieuw Amsterdam,60,SR,1659582203,89,5.8833,-55.0833,78.03,7.96
535,Sept-Îles,100,CA,1659582204,82,50.2001,-66.3821,61.05,1.01
536,Flinders,100,AU,1659581917,79,-34.5833,150.8552,69.06,3.0
537,Alappuzha,100,IN,1659582204,95,9.49,76.3264,75.99,30.22
538,Kudahuvadhoo,100,MV,1659582205,79,2.6708,72.8944,80.55,17.43
539,Walvis Bay,29,NA,1659582205,89,-22.9575,14.5053,52.09,5.08
540,Grindavik,20,IS,1659582108,81,63.8424,-22.4338,45.07,13.8
541,Ljungby,16,SE,1659582206,96,56.8332,13.9408,62.17,5.14
542,Bay-Khaak,73,RU,1659582206,60,51.1667,94.5,65.55,4.99
543,São João da Barra,0,BR,1659581878,86,-21.6403,-41.0511,67.73,1.34
544,Vinces,95,EC,1659582206,80,-1.55,-79.7333,73.6,3.18
545,Agadir,7,MA,1659582207,65,30.4202,-9.5982,68.45,1.32
546,Sault Ste. Marie,40,CA,1659582207,83,46.5168,-84.3333,70.36,6.91
547,Sisimiut,100,GL,1659582081,89,66.9395,-53.6735,45.1,1.34
548,Beira,0,MZ,1659582207,88,-19.8436,34.8389,63.84,3.74
549,Pāsighāt,100,IN,1659582208,86,28.0667,95.3333,83.77,2.42
550,Le Mans,75,FR,1659582208,68,48.0,0.2,73.33,6.91
551,Itamarandiba,0,BR,1659582192,73,-17.8572,-42.8589,57.34,3.04
552,Nelson Bay,98,AU,1659582209,78,-32.7167,152.15,69.12,5.99
553,Dzhebariki-Khaya,89,RU,1659582209,45,62.2167,135.8,80.74,3.96
554,Kavieng,100,PG,1659581951,73,-2.5744,150.7967,83.97,15.52
555,Teuchitlán,80,MX,1659582210,75,20.6833,-103.8667,70.93,3.6
556,Oudtshoorn,96,ZA,1659582210,89,-33.5907,22.2014,54.12,1.72
557,Buala,23,SB,1659582210,70,-8.145,159.5921,84.24,8.75
558,Eskişehir,0,TR,1659582211,82,39.7767,30.5206,62.51,3.44
559,Paraná,100,AR,1659582097,90,-31.732,-60.5238,56.55,10.33
560,Meridian,7,US,1659582103,35,43.6121,-116.3915,90.03,5.75
561,Chërnaya Kholunitsa,70,RU,1659582211,73,58.8511,51.7154,64.54,1.3
562,Tazovsky,97,RU,1659582146,58,67.4667,78.7,62.4,6.73
563,Manavālakurichi,99,IN,1659582212,90,8.1333,77.3,76.6,21.88
564,Usinsk,66,RU,1659582212,73,65.9939,57.5281,65.66,10.31
565,Arandis,61,NA,1659582212,68,-22.4167,14.9667,49.3,2.59
566,Westport,1,US,1659582018,89,41.1415,-73.3579,77.27,4.0
567,Fairbanks,0,US,1659581702,42,64.8378,-147.7164,74.08,9.22
568,Cavalcante,0,BR,1659582213,39,-13.7975,-47.4583,67.69,4.12
569,Dauriya,100,RU,1659582213,87,49.9333,116.8667,69.69,5.86
570,Trindade,17,BR,1659582214,42,-16.6494,-49.4889,69.55,5.75
571,Cayenne,75,GF,1659582214,1,4.9333,-52.3333,82.09,0.0
572,Penzance,100,GB,1659582214,76,50.1186,-5.5371,57.88,17.13
573,Beitbridge,3,ZW,1659582215,68,-22.2167,30.0,59.67,3.29
574,Sinop Province,0,TR,1659582215,88,41.7711,34.8709,61.9,2.68
575,Calvinia,5,ZA,1659582215,97,-31.4707,19.776,45.0,3.65
576,Kupang,74,ID,1659582216,53,-10.1667,123.5833,83.88,8.95
577,Coos Bay,0,US,1659582216,88,43.3665,-124.2179,65.32,6.91
578,Dzemul,69,MX,1659582216,77,21.2,-89.3,80.67,3.0
